street number,street name,suburb,state,full address
52,FAIRFORD,Unley,SA,"52 FAIRFORD, Unley, SA"
54,FAIRFORD,Unley,SA,"54 FAIRFORD, Unley, SA"
55,FAIRFORD,Unley,SA,"55 FAIRFORD, Unley, SA"
56,FAIRFORD,Unley,SA,"56 FAIRFORD, Unley, SA"
57,FAIRFORD,Unley,SA,"57 FAIRFORD, Unley, SA"
57A,FAIRFORD,Unley,SA,"57A FAIRFORD, Unley, SA"
58,FAIRFORD,Unley,SA,"58 FAIRFORD, Unley, SA"
59,FAIRFORD,Unley,SA,"59 FAIRFORD, Unley, SA"
6,FAIRFORD,Unley,SA,"6 FAIRFORD, Unley, SA"
60,FAIRFORD,Unley,SA,"60 FAIRFORD, Unley, SA"
61,FAIRFORD,Unley,SA,"61 FAIRFORD, Unley, SA"
62,FAIRFORD,Unley,SA,"62 FAIRFORD, Unley, SA"
63,FAIRFORD,Unley,SA,"63 FAIRFORD, Unley, SA"
64,FAIRFORD,Unley,SA,"64 FAIRFORD, Unley, SA"
65,FAIRFORD,Unley,SA,"65 FAIRFORD, Unley, SA"
66,FAIRFORD,Unley,SA,"66 FAIRFORD, Unley, SA"
67,FAIRFORD,Unley,SA,"67 FAIRFORD, Unley, SA"
68,FAIRFORD,Unley,SA,"68 FAIRFORD, Unley, SA"
69,FAIRFORD,Unley,SA,"69 FAIRFORD, Unley, SA"
7,FAIRFORD,Unley,SA,"7 FAIRFORD, Unley, SA"
70,FAIRFORD,Unley,SA,"70 FAIRFORD, Unley, SA"
71,FAIRFORD,Unley,SA,"71 FAIRFORD, Unley, SA"
72,FAIRFORD,Unley,SA,"72 FAIRFORD, Unley, SA"
73,FAIRFORD,Unley,SA,"73 FAIRFORD, Unley, SA"
74,FAIRFORD,Unley,SA,"74 FAIRFORD, Unley, SA"
75,FAIRFORD,Unley,SA,"75 FAIRFORD, Unley, SA"
76,FAIRFORD,Unley,SA,"76 FAIRFORD, Unley, SA"
78,FAIRFORD,Unley,SA,"78 FAIRFORD, Unley, SA"
8,FAIRFORD,Unley,SA,"8 FAIRFORD, Unley, SA"
80,FAIRFORD,Unley,SA,"80 FAIRFORD, Unley, SA"
9,FAIRFORD,Unley,SA,"9 FAIRFORD, Unley, SA"
1,FREDERICK,Unley,SA,"1 FREDERICK, Unley, SA"
10,FREDERICK,Unley,SA,"10 FREDERICK, Unley, SA"
101,FREDERICK,Unley,SA,"101 FREDERICK, Unley, SA"
11,FREDERICK,Unley,SA,"11 FREDERICK, Unley, SA"
12,FREDERICK,Unley,SA,"12 FREDERICK, Unley, SA"
13,FREDERICK,Unley,SA,"13 FREDERICK, Unley, SA"
14,FREDERICK,Unley,SA,"14 FREDERICK, Unley, SA"
15,FREDERICK,Unley,SA,"15 FREDERICK, Unley, SA"
16,FREDERICK,Unley,SA,"16 FREDERICK, Unley, SA"
17,FREDERICK,Unley,SA,"17 FREDERICK, Unley, SA"
18,FREDERICK,Unley,SA,"18 FREDERICK, Unley, SA"
19,FREDERICK,Unley,SA,"19 FREDERICK, Unley, SA"
2,FREDERICK,Unley,SA,"2 FREDERICK, Unley, SA"
20,FREDERICK,Unley,SA,"20 FREDERICK, Unley, SA"
21,FREDERICK,Unley,SA,"21 FREDERICK, Unley, SA"
22,FREDERICK,Unley,SA,"22 FREDERICK, Unley, SA"
23,FREDERICK,Unley,SA,"23 FREDERICK, Unley, SA"
23A,FREDERICK,Unley,SA,"23A FREDERICK, Unley, SA"
23B,FREDERICK,Unley,SA,"23B FREDERICK, Unley, SA"
24,FREDERICK,Unley,SA,"24 FREDERICK, Unley, SA"
25,FREDERICK,Unley,SA,"25 FREDERICK, Unley, SA"
26,FREDERICK,Unley,SA,"26 FREDERICK, Unley, SA"
3,FREDERICK,Unley,SA,"3 FREDERICK, Unley, SA"
30,FREDERICK,Unley,SA,"30 FREDERICK, Unley, SA"
32,FREDERICK,Unley,SA,"32 FREDERICK, Unley, SA"
34,FREDERICK,Unley,SA,"34 FREDERICK, Unley, SA"
36,FREDERICK,Unley,SA,"36 FREDERICK, Unley, SA"
38,FREDERICK,Unley,SA,"38 FREDERICK, Unley, SA"
4,FREDERICK,Unley,SA,"4 FREDERICK, Unley, SA"
40,FREDERICK,Unley,SA,"40 FREDERICK, Unley, SA"
42,FREDERICK,Unley,SA,"42 FREDERICK, Unley, SA"
44,FREDERICK,Unley,SA,"44 FREDERICK, Unley, SA"
46,FREDERICK,Unley,SA,"46 FREDERICK, Unley, SA"
48,FREDERICK,Unley,SA,"48 FREDERICK, Unley, SA"
5,FREDERICK,Unley,SA,"5 FREDERICK, Unley, SA"
50,FREDERICK,Unley,SA,"50 FREDERICK, Unley, SA"
52,FREDERICK,Unley,SA,"52 FREDERICK, Unley, SA"
52A,FREDERICK,Unley,SA,"52A FREDERICK, Unley, SA"
54,FREDERICK,Unley,SA,"54 FREDERICK, Unley, SA"
56,FREDERICK,Unley,SA,"56 FREDERICK, Unley, SA"
58,FREDERICK,Unley,SA,"58 FREDERICK, Unley, SA"
6,FREDERICK,Unley,SA,"6 FREDERICK, Unley, SA"
60,FREDERICK,Unley,SA,"60 FREDERICK, Unley, SA"
62,FREDERICK,Unley,SA,"62 FREDERICK, Unley, SA"
64,FREDERICK,Unley,SA,"64 FREDERICK, Unley, SA"
66,FREDERICK,Unley,SA,"66 FREDERICK, Unley, SA"
68,FREDERICK,Unley,SA,"68 FREDERICK, Unley, SA"
7,FREDERICK,Unley,SA,"7 FREDERICK, Unley, SA"
70,FREDERICK,Unley,SA,"70 FREDERICK, Unley, SA"
72,FREDERICK,Unley,SA,"72 FREDERICK, Unley, SA"
73,FREDERICK,Unley,SA,"73 FREDERICK, Unley, SA"
74,FREDERICK,Unley,SA,"74 FREDERICK, Unley, SA"
75,FREDERICK,Unley,SA,"75 FREDERICK, Unley, SA"
76,FREDERICK,Unley,SA,"76 FREDERICK, Unley, SA"
77,FREDERICK,Unley,SA,"77 FREDERICK, Unley, SA"
78,FREDERICK,Unley,SA,"78 FREDERICK, Unley, SA"
79,FREDERICK,Unley,SA,"79 FREDERICK, Unley, SA"
8,FREDERICK,Unley,SA,"8 FREDERICK, Unley, SA"
80,FREDERICK,Unley,SA,"80 FREDERICK, Unley, SA"
81,FREDERICK,Unley,SA,"81 FREDERICK, Unley, SA"
82,FREDERICK,Unley,SA,"82 FREDERICK, Unley, SA"
83,FREDERICK,Unley,SA,"83 FREDERICK, Unley, SA"
84,FREDERICK,Unley,SA,"84 FREDERICK, Unley, SA"
85,FREDERICK,Unley,SA,"85 FREDERICK, Unley, SA"
86,FREDERICK,Unley,SA,"86 FREDERICK, Unley, SA"
87,FREDERICK,Unley,SA,"87 FREDERICK, Unley, SA"
88,FREDERICK,Unley,SA,"88 FREDERICK, Unley, SA"
89,FREDERICK,Unley,SA,"89 FREDERICK, Unley, SA"
9,FREDERICK,Unley,SA,"9 FREDERICK, Unley, SA"
90,FREDERICK,Unley,SA,"90 FREDERICK, Unley, SA"
91,FREDERICK,Unley,SA,"91 FREDERICK, Unley, SA"
92,FREDERICK,Unley,SA,"92 FREDERICK, Unley, SA"
93,FREDERICK,Unley,SA,"93 FREDERICK, Unley, SA"
94,FREDERICK,Unley,SA,"94 FREDERICK, Unley, SA"
95,FREDERICK,Unley,SA,"95 FREDERICK, Unley, SA"
96,FREDERICK,Unley,SA,"96 FREDERICK, Unley, SA"
97,FREDERICK,Unley,SA,"97 FREDERICK, Unley, SA"
97A,FREDERICK,Unley,SA,"97A FREDERICK, Unley, SA"
57,GEORGE,Unley,SA,"57 GEORGE, Unley, SA"
59,GEORGE,Unley,SA,"59 GEORGE, Unley, SA"
88,GEORGE,Unley,SA,"88 GEORGE, Unley, SA"
90,GEORGE,Unley,SA,"90 GEORGE, Unley, SA"
92,GEORGE,Unley,SA,"92 GEORGE, Unley, SA"
LOT143,GEORGE,Unley,SA,"LOT143 GEORGE, Unley, SA"
100,GREENHILL,Unley,SA,"100 GREENHILL, Unley, SA"
102,GREENHILL,Unley,SA,"102 GREENHILL, Unley, SA"
104,GREENHILL,Unley,SA,"104 GREENHILL, Unley, SA"
105-106,GREENHILL,Unley,SA,"105-106 GREENHILL, Unley, SA"
107-108,GREENHILL,Unley,SA,"107-108 GREENHILL, Unley, SA"
109-110,GREENHILL,Unley,SA,"109-110 GREENHILL, Unley, SA"
116,GREENHILL,Unley,SA,"116 GREENHILL, Unley, SA"
117,GREENHILL,Unley,SA,"117 GREENHILL, Unley, SA"
118,GREENHILL,Unley,SA,"118 GREENHILL, Unley, SA"
119,GREENHILL,Unley,SA,"119 GREENHILL, Unley, SA"
120,GREENHILL,Unley,SA,"120 GREENHILL, Unley, SA"
121,GREENHILL,Unley,SA,"121 GREENHILL, Unley, SA"
123,GREENHILL,Unley,SA,"123 GREENHILL, Unley, SA"
127-128,GREENHILL,Unley,SA,"127-128 GREENHILL, Unley, SA"
129-130,GREENHILL,Unley,SA,"129-130 GREENHILL, Unley, SA"
131,GREENHILL,Unley,SA,"131 GREENHILL, Unley, SA"
132,GREENHILL,Unley,SA,"132 GREENHILL, Unley, SA"
135,GREENHILL,Unley,SA,"135 GREENHILL, Unley, SA"
136-137,GREENHILL,Unley,SA,"136-137 GREENHILL, Unley, SA"
138-139,GREENHILL,Unley,SA,"138-139 GREENHILL, Unley, SA"
140,GREENHILL,Unley,SA,"140 GREENHILL, Unley, SA"
10,HART,Unley,SA,"10 HART, Unley, SA"
11,HART,Unley,SA,"11 HART, Unley, SA"
12,HART,Unley,SA,"12 HART, Unley, SA"
13,HART,Unley,SA,"13 HART, Unley, SA"
14,HART,Unley,SA,"14 HART, Unley, SA"
15,HART,Unley,SA,"15 HART, Unley, SA"
16,HART,Unley,SA,"16 HART, Unley, SA"
17,HART,Unley,SA,"17 HART, Unley, SA"
18,HART,Unley,SA,"18 HART, Unley, SA"
19,HART,Unley,SA,"19 HART, Unley, SA"
2,HART,Unley,SA,"2 HART, Unley, SA"
20,HART,Unley,SA,"20 HART, Unley, SA"
20A,HART,Unley,SA,"20A HART, Unley, SA"
21,HART,Unley,SA,"21 HART, Unley, SA"
22,HART,Unley,SA,"22 HART, Unley, SA"
23,HART,Unley,SA,"23 HART, Unley, SA"
24,HART,Unley,SA,"24 HART, Unley, SA"
25,HART,Unley,SA,"25 HART, Unley, SA"
26,HART,Unley,SA,"26 HART, Unley, SA"
27,HART,Unley,SA,"27 HART, Unley, SA"
28,HART,Unley,SA,"28 HART, Unley, SA"
29,HART,Unley,SA,"29 HART, Unley, SA"
3,HART,Unley,SA,"3 HART, Unley, SA"
30,HART,Unley,SA,"30 HART, Unley, SA"
31,HART,Unley,SA,"31 HART, Unley, SA"
32,HART,Unley,SA,"32 HART, Unley, SA"
33,HART,Unley,SA,"33 HART, Unley, SA"
34,HART,Unley,SA,"34 HART, Unley, SA"
35,HART,Unley,SA,"35 HART, Unley, SA"
36,HART,Unley,SA,"36 HART, Unley, SA"
37,HART,Unley,SA,"37 HART, Unley, SA"
39,HART,Unley,SA,"39 HART, Unley, SA"
4,HART,Unley,SA,"4 HART, Unley, SA"
41,HART,Unley,SA,"41 HART, Unley, SA"
43,HART,Unley,SA,"43 HART, Unley, SA"
5,HART,Unley,SA,"5 HART, Unley, SA"
6,HART,Unley,SA,"6 HART, Unley, SA"
7,HART,Unley,SA,"7 HART, Unley, SA"
8,HART,Unley,SA,"8 HART, Unley, SA"
9,HART,Unley,SA,"9 HART, Unley, SA"
10,HUGHES,Unley,SA,"10 HUGHES, Unley, SA"
11,HUGHES,Unley,SA,"11 HUGHES, Unley, SA"
12,HUGHES,Unley,SA,"12 HUGHES, Unley, SA"
13,HUGHES,Unley,SA,"13 HUGHES, Unley, SA"
14,HUGHES,Unley,SA,"14 HUGHES, Unley, SA"
16,HUGHES,Unley,SA,"16 HUGHES, Unley, SA"
17,HUGHES,Unley,SA,"17 HUGHES, Unley, SA"
18,HUGHES,Unley,SA,"18 HUGHES, Unley, SA"
19,HUGHES,Unley,SA,"19 HUGHES, Unley, SA"
2,HUGHES,Unley,SA,"2 HUGHES, Unley, SA"
20,HUGHES,Unley,SA,"20 HUGHES, Unley, SA"
21,HUGHES,Unley,SA,"21 HUGHES, Unley, SA"
22,HUGHES,Unley,SA,"22 HUGHES, Unley, SA"
22A,HUGHES,Unley,SA,"22A HUGHES, Unley, SA"
23,HUGHES,Unley,SA,"23 HUGHES, Unley, SA"
24,HUGHES,Unley,SA,"24 HUGHES, Unley, SA"
25,HUGHES,Unley,SA,"25 HUGHES, Unley, SA"
25A,HUGHES,Unley,SA,"25A HUGHES, Unley, SA"
26,HUGHES,Unley,SA,"26 HUGHES, Unley, SA"
27,HUGHES,Unley,SA,"27 HUGHES, Unley, SA"
29,HUGHES,Unley,SA,"29 HUGHES, Unley, SA"
3,HUGHES,Unley,SA,"3 HUGHES, Unley, SA"
31,HUGHES,Unley,SA,"31 HUGHES, Unley, SA"
32,HUGHES,Unley,SA,"32 HUGHES, Unley, SA"
32A,HUGHES,Unley,SA,"32A HUGHES, Unley, SA"
33,HUGHES,Unley,SA,"33 HUGHES, Unley, SA"
34,HUGHES,Unley,SA,"34 HUGHES, Unley, SA"
35,HUGHES,Unley,SA,"35 HUGHES, Unley, SA"
36,HUGHES,Unley,SA,"36 HUGHES, Unley, SA"
37,HUGHES,Unley,SA,"37 HUGHES, Unley, SA"
38,HUGHES,Unley,SA,"38 HUGHES, Unley, SA"
39,HUGHES,Unley,SA,"39 HUGHES, Unley, SA"
3A,HUGHES,Unley,SA,"3A HUGHES, Unley, SA"
4,HUGHES,Unley,SA,"4 HUGHES, Unley, SA"
40,HUGHES,Unley,SA,"40 HUGHES, Unley, SA"
41,HUGHES,Unley,SA,"41 HUGHES, Unley, SA"
42,HUGHES,Unley,SA,"42 HUGHES, Unley, SA"
43,HUGHES,Unley,SA,"43 HUGHES, Unley, SA"
43A,HUGHES,Unley,SA,"43A HUGHES, Unley, SA"
44,HUGHES,Unley,SA,"44 HUGHES, Unley, SA"
45,HUGHES,Unley,SA,"45 HUGHES, Unley, SA"
45A,HUGHES,Unley,SA,"45A HUGHES, Unley, SA"
46,HUGHES,Unley,SA,"46 HUGHES, Unley, SA"
47,HUGHES,Unley,SA,"47 HUGHES, Unley, SA"
47A,HUGHES,Unley,SA,"47A HUGHES, Unley, SA"
48,HUGHES,Unley,SA,"48 HUGHES, Unley, SA"
49,HUGHES,Unley,SA,"49 HUGHES, Unley, SA"
5,HUGHES,Unley,SA,"5 HUGHES, Unley, SA"
50,HUGHES,Unley,SA,"50 HUGHES, Unley, SA"
51,HUGHES,Unley,SA,"51 HUGHES, Unley, SA"
51A,HUGHES,Unley,SA,"51A HUGHES, Unley, SA"
52,HUGHES,Unley,SA,"52 HUGHES, Unley, SA"
53,HUGHES,Unley,SA,"53 HUGHES, Unley, SA"
54,HUGHES,Unley,SA,"54 HUGHES, Unley, SA"
55,HUGHES,Unley,SA,"55 HUGHES, Unley, SA"
57,HUGHES,Unley,SA,"57 HUGHES, Unley, SA"
59,HUGHES,Unley,SA,"59 HUGHES, Unley, SA"
5A,HUGHES,Unley,SA,"5A HUGHES, Unley, SA"
6,HUGHES,Unley,SA,"6 HUGHES, Unley, SA"
61,HUGHES,Unley,SA,"61 HUGHES, Unley, SA"
63,HUGHES,Unley,SA,"63 HUGHES, Unley, SA"
65,HUGHES,Unley,SA,"65 HUGHES, Unley, SA"
67,HUGHES,Unley,SA,"67 HUGHES, Unley, SA"
69,HUGHES,Unley,SA,"69 HUGHES, Unley, SA"
71,HUGHES,Unley,SA,"71 HUGHES, Unley, SA"
73,HUGHES,Unley,SA,"73 HUGHES, Unley, SA"
75,HUGHES,Unley,SA,"75 HUGHES, Unley, SA"
77,HUGHES,Unley,SA,"77 HUGHES, Unley, SA"
79,HUGHES,Unley,SA,"79 HUGHES, Unley, SA"
7A,HUGHES,Unley,SA,"7A HUGHES, Unley, SA"
7B,HUGHES,Unley,SA,"7B HUGHES, Unley, SA"
8,HUGHES,Unley,SA,"8 HUGHES, Unley, SA"
9,HUGHES,Unley,SA,"9 HUGHES, Unley, SA"
13,IRWIN,Unley,SA,"13 IRWIN, Unley, SA"
2A,IRWIN,Unley,SA,"2A IRWIN, Unley, SA"
3,IRWIN,Unley,SA,"3 IRWIN, Unley, SA"
1,KILLICOAT,Unley,SA,"1 KILLICOAT, Unley, SA"
10,KILLICOAT,Unley,SA,"10 KILLICOAT, Unley, SA"
12,KILLICOAT,Unley,SA,"12 KILLICOAT, Unley, SA"
14,KILLICOAT,Unley,SA,"14 KILLICOAT, Unley, SA"
16,KILLICOAT,Unley,SA,"16 KILLICOAT, Unley, SA"
18,KILLICOAT,Unley,SA,"18 KILLICOAT, Unley, SA"
18A,KILLICOAT,Unley,SA,"18A KILLICOAT, Unley, SA"
1A,KILLICOAT,Unley,SA,"1A KILLICOAT, Unley, SA"
2,KILLICOAT,Unley,SA,"2 KILLICOAT, Unley, SA"
3,KILLICOAT,Unley,SA,"3 KILLICOAT, Unley, SA"
3A,KILLICOAT,Unley,SA,"3A KILLICOAT, Unley, SA"
4,KILLICOAT,Unley,SA,"4 KILLICOAT, Unley, SA"
5,KILLICOAT,Unley,SA,"5 KILLICOAT, Unley, SA"
6,KILLICOAT,Unley,SA,"6 KILLICOAT, Unley, SA"
7,KILLICOAT,Unley,SA,"7 KILLICOAT, Unley, SA"
8,KILLICOAT,Unley,SA,"8 KILLICOAT, Unley, SA"
9,KILLICOAT,Unley,SA,"9 KILLICOAT, Unley, SA"
1,KING WILLIAM,Unley,SA,"1 KING WILLIAM, Unley, SA"
101-101A,KING WILLIAM,Unley,SA,"101-101A KING WILLIAM, Unley, SA"
103,KING WILLIAM,Unley,SA,"103 KING WILLIAM, Unley, SA"
105,KING WILLIAM,Unley,SA,"105 KING WILLIAM, Unley, SA"
107-111,KING WILLIAM,Unley,SA,"107-111 KING WILLIAM, Unley, SA"
113-119C,KING WILLIAM,Unley,SA,"113-119C KING WILLIAM, Unley, SA"
121,KING WILLIAM,Unley,SA,"121 KING WILLIAM, Unley, SA"
123,KING WILLIAM,Unley,SA,"123 KING WILLIAM, Unley, SA"
125,KING WILLIAM,Unley,SA,"125 KING WILLIAM, Unley, SA"
127,KING WILLIAM,Unley,SA,"127 KING WILLIAM, Unley, SA"
129,KING WILLIAM,Unley,SA,"129 KING WILLIAM, Unley, SA"
13,KING WILLIAM,Unley,SA,"13 KING WILLIAM, Unley, SA"
131,KING WILLIAM,Unley,SA,"131 KING WILLIAM, Unley, SA"
133,KING WILLIAM,Unley,SA,"133 KING WILLIAM, Unley, SA"
139,KING WILLIAM,Unley,SA,"139 KING WILLIAM, Unley, SA"
139A,KING WILLIAM,Unley,SA,"139A KING WILLIAM, Unley, SA"
141,KING WILLIAM,Unley,SA,"141 KING WILLIAM, Unley, SA"
143,KING WILLIAM,Unley,SA,"143 KING WILLIAM, Unley, SA"
145,KING WILLIAM,Unley,SA,"145 KING WILLIAM, Unley, SA"
147,KING WILLIAM,Unley,SA,"147 KING WILLIAM, Unley, SA"
149,KING WILLIAM,Unley,SA,"149 KING WILLIAM, Unley, SA"
151-153,KING WILLIAM,Unley,SA,"151-153 KING WILLIAM, Unley, SA"
155,KING WILLIAM,Unley,SA,"155 KING WILLIAM, Unley, SA"
165,KING WILLIAM,Unley,SA,"165 KING WILLIAM, Unley, SA"
17-19,KING WILLIAM,Unley,SA,"17-19 KING WILLIAM, Unley, SA"
21,KING WILLIAM,Unley,SA,"21 KING WILLIAM, Unley, SA"
23-23A,KING WILLIAM,Unley,SA,"23-23A KING WILLIAM, Unley, SA"
25-25A,KING WILLIAM,Unley,SA,"25-25A KING WILLIAM, Unley, SA"
29,KING WILLIAM,Unley,SA,"29 KING WILLIAM, Unley, SA"
3,KING WILLIAM,Unley,SA,"3 KING WILLIAM, Unley, SA"
35-39,KING WILLIAM,Unley,SA,"35-39 KING WILLIAM, Unley, SA"
41-43,KING WILLIAM,Unley,SA,"41-43 KING WILLIAM, Unley, SA"
45,KING WILLIAM,Unley,SA,"45 KING WILLIAM, Unley, SA"
47,KING WILLIAM,Unley,SA,"47 KING WILLIAM, Unley, SA"
49,KING WILLIAM,Unley,SA,"49 KING WILLIAM, Unley, SA"
51,KING WILLIAM,Unley,SA,"51 KING WILLIAM, Unley, SA"
53,KING WILLIAM,Unley,SA,"53 KING WILLIAM, Unley, SA"
5-7,KING WILLIAM,Unley,SA,"5-7 KING WILLIAM, Unley, SA"
59,KING WILLIAM,Unley,SA,"59 KING WILLIAM, Unley, SA"
61-63,KING WILLIAM,Unley,SA,"61-63 KING WILLIAM, Unley, SA"
67,KING WILLIAM,Unley,SA,"67 KING WILLIAM, Unley, SA"
69,KING WILLIAM,Unley,SA,"69 KING WILLIAM, Unley, SA"
73,KING WILLIAM,Unley,SA,"73 KING WILLIAM, Unley, SA"
75,KING WILLIAM,Unley,SA,"75 KING WILLIAM, Unley, SA"
77-79,KING WILLIAM,Unley,SA,"77-79 KING WILLIAM, Unley, SA"
81,KING WILLIAM,Unley,SA,"81 KING WILLIAM, Unley, SA"
83,KING WILLIAM,Unley,SA,"83 KING WILLIAM, Unley, SA"
85,KING WILLIAM,Unley,SA,"85 KING WILLIAM, Unley, SA"
87,KING WILLIAM,Unley,SA,"87 KING WILLIAM, Unley, SA"
89,KING WILLIAM,Unley,SA,"89 KING WILLIAM, Unley, SA"
91,KING WILLIAM,Unley,SA,"91 KING WILLIAM, Unley, SA"
9-11,KING WILLIAM,Unley,SA,"9-11 KING WILLIAM, Unley, SA"
93,KING WILLIAM,Unley,SA,"93 KING WILLIAM, Unley, SA"
95,KING WILLIAM,Unley,SA,"95 KING WILLIAM, Unley, SA"
95-99,KING WILLIAM,Unley,SA,"95-99 KING WILLIAM, Unley, SA"
97-99,KING WILLIAM,Unley,SA,"97-99 KING WILLIAM, Unley, SA"
1,LANGHAM,Unley,SA,"1 LANGHAM, Unley, SA"
11,LANGHAM,Unley,SA,"11 LANGHAM, Unley, SA"
13,LANGHAM,Unley,SA,"13 LANGHAM, Unley, SA"
15,LANGHAM,Unley,SA,"15 LANGHAM, Unley, SA"
17,LANGHAM,Unley,SA,"17 LANGHAM, Unley, SA"
19,LANGHAM,Unley,SA,"19 LANGHAM, Unley, SA"
21,LANGHAM,Unley,SA,"21 LANGHAM, Unley, SA"
23,LANGHAM,Unley,SA,"23 LANGHAM, Unley, SA"
25,LANGHAM,Unley,SA,"25 LANGHAM, Unley, SA"
3A,LANGHAM,Unley,SA,"3A LANGHAM, Unley, SA"
3B,LANGHAM,Unley,SA,"3B LANGHAM, Unley, SA"
5,LANGHAM,Unley,SA,"5 LANGHAM, Unley, SA"
5A,LANGHAM,Unley,SA,"5A LANGHAM, Unley, SA"
7,LANGHAM,Unley,SA,"7 LANGHAM, Unley, SA"
9,LANGHAM,Unley,SA,"9 LANGHAM, Unley, SA"
LOT586,LANGHAM,Unley,SA,"LOT586 LANGHAM, Unley, SA"
1,MARION,Unley,SA,"1 MARION, Unley, SA"
10,MARION,Unley,SA,"10 MARION, Unley, SA"
11,MARION,Unley,SA,"11 MARION, Unley, SA"
12,MARION,Unley,SA,"12 MARION, Unley, SA"
13,MARION,Unley,SA,"13 MARION, Unley, SA"
14,MARION,Unley,SA,"14 MARION, Unley, SA"
15,MARION,Unley,SA,"15 MARION, Unley, SA"
16,MARION,Unley,SA,"16 MARION, Unley, SA"
17,MARION,Unley,SA,"17 MARION, Unley, SA"
18,MARION,Unley,SA,"18 MARION, Unley, SA"
19,MARION,Unley,SA,"19 MARION, Unley, SA"
2,MARION,Unley,SA,"2 MARION, Unley, SA"
20,MARION,Unley,SA,"20 MARION, Unley, SA"
21,MARION,Unley,SA,"21 MARION, Unley, SA"
22,MARION,Unley,SA,"22 MARION, Unley, SA"
23,MARION,Unley,SA,"23 MARION, Unley, SA"
24,MARION,Unley,SA,"24 MARION, Unley, SA"
25,MARION,Unley,SA,"25 MARION, Unley, SA"
26,MARION,Unley,SA,"26 MARION, Unley, SA"
27,MARION,Unley,SA,"27 MARION, Unley, SA"
28,MARION,Unley,SA,"28 MARION, Unley, SA"
29,MARION,Unley,SA,"29 MARION, Unley, SA"
3,MARION,Unley,SA,"3 MARION, Unley, SA"
30,MARION,Unley,SA,"30 MARION, Unley, SA"
31,MARION,Unley,SA,"31 MARION, Unley, SA"
32,MARION,Unley,SA,"32 MARION, Unley, SA"
33,MARION,Unley,SA,"33 MARION, Unley, SA"
34,MARION,Unley,SA,"34 MARION, Unley, SA"
35,MARION,Unley,SA,"35 MARION, Unley, SA"
36,MARION,Unley,SA,"36 MARION, Unley, SA"
37,MARION,Unley,SA,"37 MARION, Unley, SA"
38,MARION,Unley,SA,"38 MARION, Unley, SA"
39,MARION,Unley,SA,"39 MARION, Unley, SA"
4,MARION,Unley,SA,"4 MARION, Unley, SA"
40,MARION,Unley,SA,"40 MARION, Unley, SA"
41,MARION,Unley,SA,"41 MARION, Unley, SA"
42,MARION,Unley,SA,"42 MARION, Unley, SA"
43,MARION,Unley,SA,"43 MARION, Unley, SA"
44,MARION,Unley,SA,"44 MARION, Unley, SA"
45,MARION,Unley,SA,"45 MARION, Unley, SA"
46,MARION,Unley,SA,"46 MARION, Unley, SA"
47,MARION,Unley,SA,"47 MARION, Unley, SA"
48,MARION,Unley,SA,"48 MARION, Unley, SA"
49,MARION,Unley,SA,"49 MARION, Unley, SA"
5,MARION,Unley,SA,"5 MARION, Unley, SA"
50,MARION,Unley,SA,"50 MARION, Unley, SA"
51,MARION,Unley,SA,"51 MARION, Unley, SA"
52,MARION,Unley,SA,"52 MARION, Unley, SA"
53,MARION,Unley,SA,"53 MARION, Unley, SA"
54,MARION,Unley,SA,"54 MARION, Unley, SA"
55,MARION,Unley,SA,"55 MARION, Unley, SA"
56,MARION,Unley,SA,"56 MARION, Unley, SA"
57,MARION,Unley,SA,"57 MARION, Unley, SA"
57A,MARION,Unley,SA,"57A MARION, Unley, SA"
58,MARION,Unley,SA,"58 MARION, Unley, SA"
59,MARION,Unley,SA,"59 MARION, Unley, SA"
6,MARION,Unley,SA,"6 MARION, Unley, SA"
60,MARION,Unley,SA,"60 MARION, Unley, SA"
61,MARION,Unley,SA,"61 MARION, Unley, SA"
62,MARION,Unley,SA,"62 MARION, Unley, SA"
63,MARION,Unley,SA,"63 MARION, Unley, SA"
64,MARION,Unley,SA,"64 MARION, Unley, SA"
65,MARION,Unley,SA,"65 MARION, Unley, SA"
66,MARION,Unley,SA,"66 MARION, Unley, SA"
67A,MARION,Unley,SA,"67A MARION, Unley, SA"
67B,MARION,Unley,SA,"67B MARION, Unley, SA"
68,MARION,Unley,SA,"68 MARION, Unley, SA"
69A,MARION,Unley,SA,"69A MARION, Unley, SA"
69B,MARION,Unley,SA,"69B MARION, Unley, SA"
7,MARION,Unley,SA,"7 MARION, Unley, SA"
70,MARION,Unley,SA,"70 MARION, Unley, SA"
71,MARION,Unley,SA,"71 MARION, Unley, SA"
72,MARION,Unley,SA,"72 MARION, Unley, SA"
73,MARION,Unley,SA,"73 MARION, Unley, SA"
74,MARION,Unley,SA,"74 MARION, Unley, SA"
75,MARION,Unley,SA,"75 MARION, Unley, SA"
76,MARION,Unley,SA,"76 MARION, Unley, SA"
77,MARION,Unley,SA,"77 MARION, Unley, SA"
78,MARION,Unley,SA,"78 MARION, Unley, SA"
79,MARION,Unley,SA,"79 MARION, Unley, SA"
8,MARION,Unley,SA,"8 MARION, Unley, SA"
80,MARION,Unley,SA,"80 MARION, Unley, SA"
81,MARION,Unley,SA,"81 MARION, Unley, SA"
82,MARION,Unley,SA,"82 MARION, Unley, SA"
83,MARION,Unley,SA,"83 MARION, Unley, SA"
85,MARION,Unley,SA,"85 MARION, Unley, SA"
